GeneSym	17-002	17-006	17-019	17-023	17-026	17-027	17-030	17-034	17-040	17-041	17-042	17-043	17-045	17-047	17-054	17-055	17-057	17-058	17-060	17-061
ACAA2	68.5935016	60.12945595	97.00586026	67.18186775	31.55944654	47.50475426	45.254834	93.70148454	43.71328822	68.11969168	73.51669472	72.00374302	48.50293013	60.54768939	37.79176517	54.94818793	63.55791971	47.17661495	47.50475426	63.11889309
ACACA	26.72281342	22.47111801	37.27147477	23.26356028	29.85705573	36.00187151	24.08394796	25.10669113	35.26096371	34.53530357	39.12448889	34.05984584	33.59093388	39.39662123	39.6706464	39.6706464	31.12495832	25.99207668	24.5900029	25.45716748
ACACB	22.78480313	23.26356028	31.12495832	18.89588258	27.6651914	34.7755156	22.94328397	26.35491255	28.8400148	32.2225776	20.96629446	30.69645182	28.4429658	30.69645182	30.48441594	28.24649588	31.77895985	23.58830748	22.47111801	32.67238802
ACAD10	50.91433496	27.47409397	36.75834736	36.25228433	33.35890435	42.51794605	32.89964245	26.90868529	24.93326655	30.90996253	48.50293013	41.35529058	32.2225776	22.627417	32	34.05984584	31.55944654	30.06472797	21.55573723	30.2738447
ACAD11	56.88593159	39.39662123	69.07060714	40.50421101	23.42537114	69.5510312	55.71523605	60.96883187	44.01733818	52.34573175	24.25146506	49.8665331	48.16789592	40.22442798	47.50475426	40.50421101	53.07645093	59.30163596	37.01402188	51.98415337
ACAD8	38.31931855	38.8542363	69.07060714	76.6386371	26.35491255	50.21338227	39.94657756	40.78594007	28.4429658	46.20573426	38.31931855	44.63179732	30.48441594	51.26847217	47.50475426	43.41133848	48.84029469	62.24991663	43.41133848	44.01733818
ACAD9	37.53071838	31.34144952	38.31931855	32.44670335	29.04061297	25.8125363	42.81368175	37.53071838	27.09585	26.35491255	21.11212657	31.55944654	27.47409397	25.8125363	27.6651914	31.12495832	23.91758798	30.90996253	21.11212657	31.34144952
ACADL	20.67764529	19.69831061	19.15965927	25.28132198	20.67764529	25.28132198	22.16175149	22.627417	25.45716748	26.17286587	20.67764529	20.11221399	26.17286587	24.25146506	21.11212657	24.42014734	24.42014734	19.97328878	24.42014734	20.2521055
ACADM	65.34477605	32	135.2983092	74.02804377	51.62507259	70.52192742	79.89315513	75.06143675	29.24260641	64.89340671	43.11147446	117.7840193	103.2501452	73.00887782	51.62507259	61.39290364	77.17170097	67.18186775	48.84029469	58.48521281
ACADS	21.40684088	19.42711815	22.627417	19.42711815	19.42711815	19.56224444	20.53481436	30.69645182	21.70566924	24.42014734	19.69831061	20.82146969	22.00866909	19.42711815	19.42711815	21.25897303	19.8353232	20.67764529	20.11221399	23.26356028
ACADSB	25.8125363	20.39297004	24.7610399	22.47111801	23.75237713	22.00866909	22.16175149	29.85705573	26.17286587	31.77895985	30.90996253	25.10669113	31.12495832	32.67238802	27.28431654	29.24260641	30.06472797	28.4429658	26.90868529	32
ACADVL	515.5612416	359.5378882	643.5908478	398.9322648	393.4400464	393.4400464	467.8817025	556.4082496	385.3431673	481.0356476	580.0365493	396.1766383	315.1729698	321.7954239	398.9322648	404.5011517	404.5011517	252.4755724	280.1391875	382.6814077
ACAN	19.15965927	19.15965927	19.8353232	19.42711815	18.89588258	19.8353232	19.02731384	19.15965927	19.29292524	19.29292524	21.40684088	19.56224444	19.69831061	19.15965927	19.29292524	19.69831061	18.76535919	19.15965927	19.56224444	19.15965927
ACAP1	131.5985698	153.2772742	213.7825074	128.8903104	148.0560875	195.3611787	160.8977119	116.1624519	113.7718632	157.5864849	74.54294953	118.6032719	232.3249038	127.1158394	154.3434019	112.2055323	166.5717575	183.5462717	93.05424111	167.7303557
ACAP2	38.58585049	22.00866909	62.24991663	28.05138308	28.24649588	56.88593159	44.63179732	45.56960626	35.01739844	38.05462768	30.2738447	42.22425314	73.00887782	35.26096371	31.77895985	51.26847217	39.12448889	46.20573426	37.01402188	57.68002961
ACAP3	18.50701094	19.15965927	19.69831061	21.25897303	19.42711815	19.56224444	20.82146969	20.96629446	19.56224444	19.42711815	20.11221399	20.39297004	21.40684088	19.97328878	19.56224444	20.11221399	20.39297004	20.11221399	18.63573738	19.69831061
ACAT1	70.03479688	55.3303828	86.82267696	78.24897777	64	53.44562684	129.7868134	77.17170097	73.00887782	99.04415959	42.51794605	86.22294892	91.13921252	64.4451552	86.22294892	64.4451552	48.50293013	81.57188015	101.1252879	90.50966799
ACAT2	54.94818793	79.89315513	63.11889309	37.27147477	52.70982511	58.89200964	75.58353033	57.68002961	61.39290364	42.51794605	73.51669472	63.11889309	63.11889309	59.30163596	78.79324245	60.96883187	75.06143675	62.68289905	79.89315513	55.71523605
ACBD3	142.0248924	159.7863103	79.89315513	89.88447205	94.35322991	83.28587875	72.00374302	99.04415959	125.3657981	118.6032719	106.8912537	108.3834	137.1870032	150.1228735	188.7064598	77.17170097	147.0333894	163.1437603	182.278425	128.8903104
ACBD4	23.91758798	20.53481436	23.75237713	25.10669113	21.70566924	24.42014734	22.627417	24.93326655	25.8125363	22.31589866	21.70566924	24.5900029	27.47409397	24.5900029	22.627417	21.25897303	23.58830748	21.11212657	20.11221399	26.72281342
ACBD5	21.70566924	20.2521055	21.40684088	24.7610399	20.39297004	28.24649588	20.39297004	21.11212657	19.8353232	20.39297004	21.70566924	20.67764529	19.97328878	20.53481436	23.91758798	22.16175149	19.56224444	20.53481436	22.94328397	19.69831061
ACBD6	23.26356028	33.8245773	28.24649588	25.45716748	28.4429658	41.35529058	49.1800058	39.39662123	28.24649588	33.35890435	44.32350298	36.75834736	37.01402188	40.22442798	29.44600482	27.85761803	35.50622311	36.75834736	34.53530357	42.51794605
ACBD7	23.75237713	26.72281342	22.78480313	21.11212657	22.78480313	22.16175149	26.35491255	20.39297004	19.8353232	25.10669113	22.627417	21.85664411	28.05138308	22.31589866	23.91758798	23.91758798	23.42537114	27.85761803	22.78480313	23.75237713
ACCN1	21.55573723	20.96629446	23.42537114	21.40684088	23.10286713	24.5900029	21.85664411	23.10286713	24.25146506	20.96629446	21.70566924	24.93326655	20.67764529	21.85664411	22.00866909	20.53481436	22.47111801	24.93326655	21.85664411	20.67764529
ACCN2	19.29292524	20.11221399	20.39297004	19.15965927	19.56224444	20.2521055	19.02731384	20.53481436	19.8353232	20.2521055	19.42711815	20.11221399	19.69831061	19.69831061	20.82146969	19.56224444	20.2521055	21.70566924	19.8353232	19.15965927
ACCN3	23.91758798	30.2738447	22.78480313	21.25897303	20.96629446	21.85664411	25.10669113	30.90996253	26.17286587	25.63423608	22.31589866	20.82146969	22.47111801	23.42537114	26.72281342	21.85664411	25.63423608	24.42014734	23.58830748	32.44670335
ACCN4	19.42711815	25.8125363	24.7610399	19.8353232	20.96629446	22.627417	22.627417	21.85664411	19.8353232	20.96629446	21.25897303	19.69831061	20.67764529	21.11212657	20.11221399	21.55573723	20.39297004	20.11221399	20.53481436	23.10286713
ACCN5	26.72281342	21.25897303	27.28431654	20.39297004	21.85664411	23.26356028	22.94328397	24.93326655	21.85664411	20.82146969	24.42014734	22.00866909	21.70566924	24.7610399	20.82146969	24.5900029	24.25146506	20.82146969	20.11221399	22.31589866
ACCS	56.88593159	52.34573175	70.52192742	85.0358921	43.41133848	50.91433496	51.98415337	79.3412928	30.48441594	56.88593159	111.4304721	113.7718632	41.64293937	30.69645182	46.52712055	50.21338227	44.01733818	50.91433496	30.2738447	41.35529058
ACCSL	21.25897303	24.93326655	21.70566924	20.67764529	22.00866909	20.2521055	19.8353232	22.627417	21.40684088	19.69831061	19.69831061	20.11221399	24.42014734	20.67764529	22.00866909	20.2521055	20.39297004	23.42537114	21.70566924	20.96629446
ACD	38.58585049	66.25695513	51.62507259	34.05984584	40.50421101	41.35529058	51.26847217	45.254834	45.56960626	37.01402188	54.19169999	47.17661495	46.20573426	47.17661495	47.50475426	39.39662123	51.26847217	49.52207979	34.05984584	35.26096371
ACE	22.47111801	23.42537114	22.16175149	38.05462768	21.11212657	24.42014734	23.10286713	20.11221399	22.31589866	25.10669113	26.35491255	21.70566924	23.91758798	22.47111801	22.00866909	22.627417	25.63423608	24.08394796	25.63423608	21.55573723
ACE2	25.8125363	23.58830748	21.55573723	20.2521055	32.44670335	19.8353232	20.67764529	22.16175149	23.42537114	23.42537114	20.39297004	24.93326655	20.2521055	26.35491255	21.55573723	21.55573723	24.25146506	20.96629446	25.28132198	23.42537114
ACER1	22.31589866	23.91758798	20.82146969	28.24649588	21.40684088	23.58830748	23.10286713	22.31589866	21.25897303	26.35491255	22.16175149	20.67764529	20.67764529	21.11212657	22.31589866	20.2521055	31.12495832	20.2521055	19.42711815	21.40684088
ACER2	21.11212657	26.90868529	25.45716748	22.00866909	30.06472797	29.65081798	30.48441594	27.6651914	27.47409397	24.93326655	29.85705573	29.65081798	29.24260641	44.01733818	28.4429658	36.25228433	27.47409397	24.93326655	46.52712055	29.85705573
ACER3	24.08394796	25.63423608	30.69645182	22.627417	40.50421101	24.5900029	27.6651914	22.94328397	20.53481436	23.75237713	24.7610399	24.25146506	25.63423608	23.58830748	24.25146506	20.11221399	22.78480313	22.16175149	21.25897303	24.25146506
ACHE	22.78480313	24.08394796	25.8125363	24.93326655	21.11212657	22.00866909	21.11212657	20.82146969	20.39297004	22.78480313	27.85761803	22.627417	27.6651914	23.58830748	26.90868529	21.85664411	25.63423608	24.25146506	22.78480313	22.16175149
ACIN1	53.81737058	86.82267696	87.42657643	78.79324245	78.79324245	59.71411146	41.93258892	97.68058937	97.00586026	86.82267696	71.50637684	72.00374302	97.68058937	111.4304721	103.9683067	68.5935016	78.79324245	75.06143675	76.6386371	89.26359465
ACLY	128	64.4451552	170.0717842	122.7858073	104.6914635	126.2377862	138.1412143	121.0953788	101.8286699	80.44885597	135.2983092	142.0248924	145.0091373	106.8912537	99.04415959	112.2055323	105.4196502	104.6914635	87.42657643	98.3600116
ACMSD	22.47111801	20.39297004	23.10286713	20.2521055	20.82146969	29.65081798	19.69831061	20.67764529	19.97328878	20.11221399	22.94328397	20.96629446	22.94328397	22.94328397	21.55573723	19.69831061	19.56224444	20.11221399	29.44600482	19.97328878
ACN9	30.2738447	21.85664411	75.58353033	24.42014734	34.53530357	36.75834736	61.39290364	47.17661495	23.91758798	40.22442798	27.47409397	49.52207979	69.07060714	40.22442798	38.8542363	33.8245773	39.39662123	44.63179732	38.8542363	37.27147477
ACO1	39.6706464	22.78480313	42.81368175	24.42014734	35.50622311	28.64080227	44.01733818	73.51669472	36.50443891	34.2967508	35.50622311	30.90996253	28.8400148	45.56960626	33.8245773	39.12448889	32.44670335	31.55944654	30.2738447	36.00187151
ACO2	66.71780869	62.24991663	38.8542363	65.79928491	98.3600116	70.03479688	63.55791971	34.7755156	47.17661495	28.24649588	53.07645093	36.00187151	41.93258892	37.53071838	42.81368175	60.96883187	47.83517596	30.2738447	44.63179732	54.56863307
ACOT1	29.04061297	21.40684088	22.31589866	26.17286587	22.31589866	28.05138308	22.31589866	21.85664411	20.53481436	28.05138308	26.53822547	30.06472797	21.25897303	22.627417	22.94328397	22.00866909	22.94328397	22.627417	24.5900029	21.85664411
ACOT11	26.72281342	30.48441594	25.99207668	47.17661495	24.5900029	46.85074227	26.17286587	33.35890435	26.90868529	30.2738447	25.45716748	32.67238802	42.51794605	32.2225776	24.25146506	26.35491255	36.25228433	37.27147477	29.65081798	26.35491255
ACOT12	20.11221399	18.50701094	19.69831061	22.31589866	21.40684088	19.56224444	19.8353232	20.2521055	19.56224444	21.55573723	21.85664411	19.69831061	20.11221399	19.97328878	19.42711815	19.42711815	19.97328878	20.39297004	23.26356028	20.96629446
ACOT2	32.44670335	34.53530357	35.01739844	56.10276616	23.91758798	32.2225776	37.27147477	21.40684088	21.11212657	22.47111801	21.25897303	24.25146506	31.34144952	32	27.28431654	23.26356028	31.34144952	46.20573426	22.47111801	31.34144952
ACOT4	31.34144952	25.99207668	27.6651914	24.25146506	23.10286713	39.12448889	35.01739844	28.05138308	24.93326655	30.06472797	23.91758798	23.75237713	23.75237713	22.627417	25.8125363	23.58830748	29.65081798	25.28132198	23.10286713	26.35491255
ACOT6	22.94328397	22.16175149	23.42537114	24.93326655	23.91758798	21.85664411	22.16175149	35.01739844	21.40684088	22.94328397	22.31589866	25.63423608	20.11221399	28.24649588	22.94328397	23.75237713	20.82146969	23.42537114	22.31589866	24.5900029
ACOT7	86.22294892	56.10276616	54.56863307	41.06962872	44.63179732	64	40.22442798	47.17661495	74.54294953	48.16789592	71.01244621	46.52712055	56.88593159	51.98415337	46.52712055	33.35890435	59.30163596	64	47.17661495	61.39290364
ACOT8	30.2738447	24.42014734	25.10669113	22.627417	21.55573723	31.55944654	21.55573723	25.10669113	26.35491255	24.93326655	25.45716748	24.08394796	20.96629446	24.7610399	21.70566924	28.24649588	24.25146506	21.40684088	20.53481436	28.24649588
ACOT9	63.11889309	93.05424111	48.84029469	100.4267645	88.64700596	70.03479688	72.50456866	104.6914635	111.4304721	58.08122594	78.24897777	59.30163596	43.71328822	41.35529058	74.54294953	124.4998333	58.89200964	22.94328397	101.1252879	69.5510312
ACOX1	27.85761803	20.2521055	31.55944654	22.78480313	28.24649588	25.8125363	22.47111801	23.26356028	24.5900029	23.10286713	35.50622311	23.75237713	24.42014734	22.47111801	33.12847756	24.25146506	26.53822547	23.42537114	24.42014734	30.69645182
ACOX2	27.28431654	26.53822547	22.94328397	27.47409397	24.5900029	25.28132198	23.10286713	22.94328397	23.58830748	22.78480313	22.00866909	21.40684088	20.53481436	23.26356028	25.45716748	25.8125363	21.40684088	20.11221399	30.69645182	22.627417
ACOX3	47.83517596	21.55573723	32.2225776	23.42537114	33.8245773	26.72281342	25.99207668	34.7755156	32.67238802	32.2225776	27.09585	39.6706464	40.50421101	34.7755156	33.59093388	39.39662123	36.50443891	28.05138308	35.01739844	35.26096371
ACOXL	19.69831061	22.47111801	22.00866909	22.31589866	26.72281342	19.56224444	19.56224444	21.25897303	18.89588258	20.96629446	20.39297004	20.53481436	19.69831061	20.2521055	20.53481436	20.2521055	24.08394796	19.69831061	22.00866909	20.96629446
ACP1	344.8917957	326.2875206	455.0874528	263.1971396	235.5680386	357.0543786	354.5880238	321.7954239	230.7201184	380.0380341	188.7064598	308.6868039	333.143515	398.9322648	369.6458741	306.5545484	300.245747	337.7940252	467.8817025	302.3341213
ACP2	32	23.10286713	31.12495832	22.94328397	21.11212657	23.26356028	34.7755156	24.93326655	27.09585	22.78480313	38.31931855	34.05984584	26.17286587	20.67764529	24.7610399	40.78594007	22.00866909	23.26356028	27.6651914	26.90868529
ACP5	23.26356028	58.48521281	37.27147477	25.28132198	27.85761803	40.50421101	41.35529058	26.53822547	49.52207979	24.5900029	28.4429658	32	39.12448889	28.8400148	28.8400148	34.53530357	23.75237713	20.82146969	22.31589866	39.39662123
ACP6	20.67764529	20.39297004	23.42537114	19.69831061	20.96629446	20.53481436	22.627417	20.53481436	23.42537114	21.25897303	22.16175149	22.00866909	23.10286713	20.2521055	23.10286713	21.25897303	21.40684088	25.28132198	19.69831061	24.7610399
ACPL2	28.05138308	28.8400148	28.4429658	25.10669113	25.63423608	22.94328397	51.62507259	24.08394796	26.17286587	29.04061297	25.8125363	34.53530357	27.47409397	34.05984584	22.78480313	26.35491255	30.69645182	23.58830748	28.8400148	42.22425314
ACPP	29.24260641	32	39.12448889	36.00187151	34.7755156	38.58585049	37.53071838	26.35491255	36.00187151	26.53822547	68.11969168	41.35529058	22.78480313	24.93326655	24.08394796	51.98415337	23.91758798	28.64080227	25.63423608	30.69645182
ACPT	24.7610399	25.63423608	22.94328397	38.8542363	23.58830748	22.00866909	27.09585	28.05138308	31.55944654	20.39297004	18.89588258	26.17286587	20.11221399	22.00866909	23.26356028	24.7610399	19.8353232	22.16175149	22.78480313	25.28132198
ACR	19.42711815	19.97328878	21.11212657	20.11221399	20.82146969	19.69831061	19.8353232	20.67764529	19.97328878	22.00866909	19.42711815	21.11212657	21.11212657	21.25897303	19.42711815	20.11221399	21.11212657	19.56224444	19.97328878	19.29292524
ACRBP	42.22425314	45.56960626	33.8245773	23.26356028	42.22425314	49.8665331	28.4429658	38.31931855	67.6491546	46.20573426	41.93258892	67.6491546	40.78594007	51.62507259	53.07645093	46.20573426	22.31589866	23.58830748	81.00842201	38.58585049
ACRC	19.15965927	25.45716748	19.56224444	19.8353232	22.00866909	24.42014734	22.00866909	29.65081798	40.78594007	34.7755156	24.25146506	29.85705573	30.69645182	30.90996253	42.22425314	27.28431654	31.34144952	21.11212657	25.45716748	22.47111801
ACRV1	20.11221399	18.89588258	19.56224444	22.31589866	19.8353232	21.40684088	22.47111801	19.97328878	20.11221399	21.11212657	21.11212657	19.02731384	20.53481436	19.97328878	19.42711815	18.89588258	19.8353232	19.97328878	19.69831061	21.85664411
ACSBG1	28.64080227	23.10286713	26.35491255	23.75237713	21.25897303	28.8400148	23.75237713	20.53481436	23.26356028	26.72281342	30.69645182	25.8125363	21.40684088	24.7610399	24.42014734	22.16175149	25.28132198	20.53481436	22.94328397	24.5900029
ACSBG2	20.39297004	19.42711815	19.29292524	19.97328878	19.42711815	19.56224444	20.67764529	19.8353232	20.82146969	20.11221399	18.89588258	19.15965927	21.55573723	20.11221399	19.42711815	19.69831061	19.69831061	22.627417	20.39297004	19.69831061
