GeneSym	17-002	17-006	17-019	17-023	17-026	17-027	17-030	17-034	17-040	17-041	17-042	17-043	17-045	17-047	17-054	17-055	17-057	17-058	17-060	17-061
LOC646780	25.63423608	21.55573723	21.25897303	22.00866909	28.8400148	26.17286587	21.85664411	27.47409397	24.25146506	27.85761803	26.53822547	24.7610399	23.26356028	23.10286713	22.627417	23.26356028	25.45716748	23.42537114	24.42014734	33.35890435
LOC646781	21.40684088	22.78480313	19.29292524	20.39297004	24.7610399	22.78480313	20.67764529	22.16175149	20.96629446	25.63423608	27.85761803	21.40684088	23.26356028	22.16175149	21.40684088	22.47111801	28.4429658	20.53481436	22.627417	21.25897303
LOC646782	20.82146969	20.2521055	21.70566924	26.72281342	21.40684088	23.42537114	20.82146969	26.90868529	20.96629446	22.16175149	20.39297004	20.39297004	21.25897303	19.97328878	20.96629446	21.85664411	20.82146969	21.40684088	20.39297004	23.58830748
LOC646783	29.85705573	43.71328822	23.75237713	24.7610399	38.58585049	34.7755156	25.10669113	22.47111801	27.85761803	27.6651914	27.85761803	26.53822547	34.2967508	31.12495832	28.64080227	28.8400148	25.45716748	28.64080227	31.12495832	34.7755156
LOC646784	22.16175149	27.28431654	28.05138308	23.91758798	25.8125363	28.64080227	29.24260641	41.93258892	35.26096371	28.24649588	26.90868529	35.01739844	31.55944654	27.28431654	34.53530357	38.58585049	32.2225776	38.58585049	26.17286587	29.65081798
LOC646785	1541.372669	2256.701677	2033.853431	1584.706553	1562.88943	3040.304273	2288.204059	1389.162831	2076.589015	2856.435029	1428.217514	2721.148547	3516.684028	3590.577035	2592.269504	2503.967289	3082.745339	2538.921369	3717.19846	2702.352201
LOC646786	47.17661495	27.09585	28.24649588	23.91758798	34.7755156	30.06472797	26.17286587	34.7755156	54.19169999	26.53822547	30.90996253	31.77895985	34.7755156	25.28132198	30.2738447	38.31931855	24.42014734	41.64293937	33.8245773	34.7755156
LOC646791	107.6347412	135.2983092	89.88447205	62.68289905	45.88656794	106.8912537	86.82267696	73.00887782	83.86517785	65.79928491	79.89315513	44.94223602	86.82267696	60.96883187	100.4267645	83.28587875	79.89315513	77.7084726	85.62736351	99.04415959
LOC646793	41.35529058	27.6651914	21.11212657	23.10286713	23.42537114	22.94328397	24.5900029	20.82146969	30.06472797	24.7610399	22.00866909	24.5900029	22.31589866	20.11221399	21.85664411	28.64080227	25.8125363	20.67764529	25.99207668	19.15965927
LOC646795	20.39297004	27.47409397	23.10286713	26.53822547	24.25146506	20.53481436	28.4429658	22.16175149	23.75237713	20.53481436	24.5900029	28.8400148	32.67238802	21.40684088	22.94328397	31.77895985	27.85761803	30.48441594	22.78480313	27.28431654
LOC646796	19.42711815	21.55573723	19.15965927	19.69831061	27.85761803	20.67764529	22.47111801	24.42014734	21.70566924	22.16175149	22.31589866	24.25146506	21.40684088	24.25146506	23.26356028	25.63423608	22.94328397	20.11221399	27.09585	23.42537114
LOC646799	27.6651914	21.25897303	23.10286713	22.16175149	22.31589866	22.00866909	20.53481436	22.31589866	22.47111801	20.39297004	22.16175149	21.85664411	22.94328397	21.55573723	20.11221399	21.40684088	24.25146506	22.16175149	26.72281342	23.91758798
LOC646801	22.78480313	20.11221399	21.11212657	22.78480313	19.69831061	25.63423608	22.00866909	20.53481436	20.82146969	20.82146969	22.16175149	18.63573738	20.82146969	21.11212657	20.2521055	24.7610399	19.29292524	22.31589866	20.82146969	20.53481436
LOC646802	22.16175149	31.55944654	22.00866909	22.16175149	20.53481436	19.56224444	20.96629446	22.00866909	21.85664411	23.91758798	22.31589866	25.99207668	20.39297004	20.96629446	23.58830748	20.67764529	22.16175149	21.11212657	23.10286713	21.25897303
LOC646803	22.94328397	27.47409397	28.4429658	20.53481436	23.58830748	23.42537114	23.26356028	21.25897303	21.25897303	23.10286713	32.89964245	24.42014734	24.25146506	21.40684088	22.627417	25.10669113	22.47111801	22.78480313	21.85664411	20.96629446
LOC646804	20.11221399	21.55573723	30.2738447	28.4429658	20.39297004	29.65081798	28.4429658	22.31589866	22.78480313	22.94328397	28.4429658	25.8125363	25.63423608	20.67764529	22.94328397	23.91758798	22.00866909	21.85664411	20.53481436	20.67764529
LOC646805	20.53481436	23.58830748	25.10669113	25.10669113	22.31589866	24.5900029	22.16175149	19.8353232	25.10669113	20.2521055	30.2738447	21.11212657	21.25897303	22.94328397	23.26356028	22.00866909	22.00866909	23.10286713	20.96629446	22.47111801
LOC646806	20.39297004	22.31589866	19.8353232	21.55573723	27.6651914	23.10286713	21.85664411	20.53481436	21.55573723	24.42014734	23.58830748	23.10286713	21.25897303	22.78480313	23.10286713	22.627417	22.00866909	22.627417	21.25897303	22.00866909
LOC646808	21.85664411	24.42014734	31.55944654	28.4429658	39.94657756	22.31589866	24.5900029	24.25146506	25.10669113	25.45716748	22.78480313	20.67764529	35.01739844	28.64080227	27.28431654	21.70566924	27.09585	26.35491255	23.42537114	25.28132198
LOC646812	27.6651914	21.40684088	22.16175149	24.93326655	20.82146969	20.11221399	33.8245773	20.2521055	23.26356028	24.42014734	27.09585	24.25146506	23.75237713	20.96629446	25.8125363	24.08394796	22.627417	21.25897303	30.90996253	19.97328878
LOC646813	21.25897303	39.6706464	24.42014734	23.42537114	44.63179732	23.75237713	27.28431654	23.10286713	21.85664411	23.42537114	32.2225776	24.5900029	22.31589866	27.47409397	21.70566924	26.35491255	26.90868529	23.26356028	23.58830748	22.627417
LOC646817	43.71328822	21.70566924	31.12495832	40.78594007	32	27.85761803	47.83517596	23.42537114	28.8400148	30.2738447	30.90996253	25.45716748	35.26096371	34.7755156	33.8245773	32.2225776	30.90996253	30.2738447	35.50622311	47.17661495
LOC646818	24.93326655	25.10669113	20.67764529	22.78480313	21.70566924	24.25146506	21.40684088	21.11212657	22.00866909	33.59093388	23.91758798	23.10286713	24.7610399	20.11221399	22.31589866	22.16175149	21.70566924	25.63423608	29.44600482	20.67764529
LOC646819	1845.760947	2352.534231	2256.701677	1351.176101	1820.349811	2134.969878	2385.374385	1978.237602	2759.134365	3795.304702	2149.819768	3169.413107	2797.650446	4182.065667	2797.650446	2076.589015	3040.304273	2610.300165	3983.994665	3019.303357
LOC646821	24.7610399	22.94328397	28.24649588	20.53481436	21.11212657	27.6651914	26.90868529	27.85761803	28.64080227	22.16175149	23.26356028	23.26356028	24.5900029	23.42537114	24.08394796	21.70566924	26.17286587	25.28132198	20.96629446	21.70566924
LOC646823	22.627417	24.5900029	31.12495832	20.39297004	20.11221399	30.06472797	28.64080227	25.45716748	23.75237713	26.90868529	28.24649588	24.25146506	30.69645182	22.627417	23.75237713	32.2225776	25.10669113	24.93326655	26.53822547	26.17286587
LOC646825	25.63423608	23.91758798	20.53481436	22.94328397	19.42711815	27.47409397	25.8125363	21.55573723	25.63423608	22.00866909	21.40684088	29.65081798	20.96629446	24.93326655	21.55573723	24.5900029	25.10669113	25.8125363	23.75237713	24.42014734
LOC646829	26.90868529	24.25146506	22.78480313	22.94328397	22.31589866	24.42014734	20.96629446	26.17286587	24.42014734	25.10669113	21.70566924	20.96629446	21.40684088	28.64080227	20.39297004	24.25146506	20.96629446	20.96629446	21.11212657	24.08394796
LOC646835	20.2521055	21.85664411	27.28431654	27.47409397	19.15965927	20.96629446	22.16175149	28.05138308	20.53481436	21.55573723	22.94328397	21.85664411	27.85761803	21.85664411	20.82146969	21.55573723	22.94328397	20.96629446	21.55573723	21.55573723
LOC646836	25.28132198	51.26847217	24.93326655	22.16175149	44.32350298	30.48441594	32.89964245	23.58830748	20.2521055	27.85761803	20.11221399	35.75318842	28.05138308	25.10669113	35.26096371	27.47409397	30.69645182	32.89964245	30.69645182	21.11212657
LOC646841	20.67764529	27.6651914	25.10669113	29.24260641	23.75237713	28.05138308	25.8125363	29.44600482	22.47111801	29.65081798	33.12847756	21.40684088	30.06472797	27.6651914	24.7610399	22.00866909	26.17286587	23.91758798	30.48441594	32.44670335
LOC646845	21.11212657	24.5900029	19.69831061	20.39297004	23.26356028	19.56224444	21.70566924	23.58830748	19.29292524	20.82146969	25.63423608	22.31589866	20.39297004	22.94328397	20.53481436	22.16175149	20.96629446	21.70566924	21.40684088	22.00866909
LOC646848	22.78480313	20.11221399	20.82146969	23.58830748	21.70566924	21.40684088	24.25146506	22.00866909	20.2521055	23.42537114	23.42537114	20.96629446	22.47111801	20.96629446	21.11212657	20.67764529	19.56224444	19.15965927	21.25897303	22.31589866
LOC646849	147.0333894	315.1729698	107.6347412	203.6573398	242.1907576	398.9322648	187.4029691	274.3740064	198.0883192	245.5716145	158.6825856	328.5570298	302.3341213	436.5490646	209.382927	200.8535291	209.382927	312.9959111	380.0380341	199.4661324
LOC646851	20.2521055	21.11212657	20.96629446	20.2521055	20.96629446	20.96629446	20.2521055	21.40684088	20.53481436	19.02731384	24.25146506	20.39297004	22.47111801	20.67764529	20.96629446	20.82146969	21.11212657	19.97328878	21.25897303	19.97328878
LOC646853	24.42014734	22.16175149	26.17286587	29.24260641	29.24260641	27.85761803	22.00866909	24.08394796	24.5900029	24.42014734	20.67764529	25.45716748	25.10669113	22.94328397	21.11212657	23.10286713	29.24260641	23.91758798	32.67238802	25.28132198
LOC646855	22.78480313	26.17286587	21.55573723	22.16175149	22.627417	23.26356028	22.78480313	22.31589866	21.85664411	22.00866909	20.67764529	22.00866909	22.00866909	23.91758798	20.53481436	23.26356028	20.96629446	27.85761803	27.47409397	24.5900029
LOC646858	22.94328397	22.627417	21.55573723	21.11212657	20.82146969	29.04061297	22.31589866	22.16175149	22.16175149	24.7610399	24.93326655	21.25897303	21.40684088	20.39297004	20.96629446	24.25146506	24.93326655	19.42711815	22.78480313	20.39297004
LOC646861	20.39297004	25.45716748	20.53481436	21.70566924	29.24260641	21.25897303	26.53822547	21.40684088	24.08394796	26.72281342	25.10669113	20.82146969	22.00866909	22.00866909	22.00866909	22.627417	26.35491255	23.91758798	25.99207668	24.42014734
LOC646862	21.70566924	30.2738447	21.55573723	18.89588258	22.16175149	28.24649588	24.7610399	22.94328397	23.58830748	22.00866909	19.8353232	24.7610399	23.58830748	22.16175149	29.24260641	20.82146969	20.2521055	23.91758798	24.08394796	23.42537114
LOC646863	20.96629446	26.35491255	23.91758798	36.75834736	29.44600482	24.5900029	23.75237713	22.78480313	21.85664411	21.25897303	21.40684088	20.82146969	34.53530357	28.05138308	21.70566924	25.45716748	20.96629446	23.58830748	24.25146506	22.78480313
LOC646864	28.4429658	24.93326655	22.627417	36.00187151	23.58830748	20.53481436	24.25146506	23.26356028	30.2738447	26.90868529	25.28132198	22.00866909	20.67764529	34.05984584	24.25146506	24.5900029	20.11221399	22.00866909	21.70566924	22.78480313
LOC646867	22.94328397	20.39297004	20.82146969	21.40684088	27.28431654	23.75237713	28.24649588	24.42014734	25.45716748	23.26356028	20.53481436	22.47111801	20.82146969	25.8125363	21.55573723	22.78480313	22.31589866	22.16175149	24.42014734	23.91758798
LOC646869	50.91433496	28.05138308	29.04061297	28.8400148	33.12847756	33.8245773	28.4429658	27.09585	34.2967508	24.42014734	22.94328397	30.06472797	25.45716748	23.91758798	26.35491255	23.10286713	24.7610399	31.55944654	24.5900029	25.63423608
LOC646870	30.06472797	19.8353232	21.85664411	27.85761803	21.85664411	20.11221399	30.06472797	19.42711815	21.11212657	20.2521055	32.2225776	20.82146969	21.55573723	23.58830748	20.2521055	21.70566924	20.82146969	19.29292524	20.96629446	21.11212657
LOC646871	23.10286713	21.85664411	21.55573723	19.97328878	24.25146506	21.11212657	25.99207668	22.94328397	21.70566924	20.67764529	21.55573723	19.56224444	21.55573723	19.15965927	19.69831061	20.67764529	19.69831061	20.96629446	20.82146969	20.67764529
LOC646879	25.63423608	29.65081798	19.69831061	21.40684088	22.00866909	20.82146969	27.85761803	25.8125363	22.16175149	21.55573723	21.85664411	23.91758798	22.94328397	25.10669113	21.55573723	25.28132198	23.91758798	21.40684088	21.70566924	23.58830748
LOC646881	28.8400148	25.45716748	24.42014734	27.47409397	29.65081798	22.31589866	20.39297004	29.85705573	25.99207668	24.5900029	35.50622311	22.00866909	21.55573723	22.47111801	25.10669113	27.09585	25.10669113	32	24.5900029	21.70566924
LOC646882	22.31589866	26.35491255	23.91758798	19.97328878	20.39297004	22.78480313	36.25228433	28.05138308	23.58830748	21.85664411	21.25897303	20.67764529	23.91758798	22.47111801	22.31589866	24.5900029	23.42537114	22.627417	25.8125363	27.28431654
LOC646887	27.09585	23.75237713	21.70566924	22.627417	21.55573723	20.96629446	25.8125363	23.10286713	21.25897303	24.25146506	22.78480313	20.39297004	20.39297004	22.78480313	24.25146506	21.70566924	22.627417	22.00866909	21.11212657	22.31589866
LOC646888	22.627417	21.55573723	25.28132198	21.70566924	23.26356028	27.47409397	23.10286713	21.40684088	24.08394796	20.39297004	20.39297004	22.16175149	25.45716748	20.11221399	21.70566924	21.40684088	23.10286713	22.78480313	22.16175149	23.91758798
LOC646890	23.75237713	21.40684088	30.90996253	24.93326655	21.40684088	25.28132198	35.26096371	20.96629446	23.91758798	25.8125363	23.10286713	30.06472797	23.10286713	25.45716748	25.28132198	21.11212657	27.85761803	22.78480313	22.94328397	24.25146506
LOC646891	20.96629446	24.7610399	20.67764529	19.97328878	20.53481436	20.11221399	21.40684088	28.24649588	25.10669113	22.00866909	21.85664411	20.82146969	22.31589866	19.97328878	20.82146969	20.53481436	21.85664411	22.94328397	22.16175149	22.627417
LOC646892	21.70566924	20.82146969	23.42537114	23.26356028	35.26096371	20.39297004	27.09585	30.2738447	25.10669113	24.5900029	26.72281342	19.69831061	28.8400148	23.26356028	22.94328397	21.25897303	21.25897303	20.67764529	22.627417	20.96629446
LOC646895	31.77895985	21.55573723	21.70566924	25.10669113	22.627417	23.42537114	23.91758798	21.70566924	26.53822547	26.17286587	22.94328397	22.00866909	20.39297004	23.58830748	20.82146969	22.78480313	26.17286587	27.85761803	32	19.8353232
LOC646897	54.19169999	77.7084726	34.05984584	140.0695938	188.7064598	66.25695513	50.21338227	40.50421101	27.47409397	30.69645182	29.85705573	22.47111801	27.85761803	28.4429658	31.77895985	35.75318842	33.59093388	33.8245773	27.09585	31.77895985
LOC646900	25.99207668	59.71411146	25.28132198	27.47409397	42.51794605	30.69645182	41.06962872	37.27147477	28.64080227	38.8542363	32.2225776	34.7755156	36.50443891	36.25228433	26.53822547	33.35890435	35.26096371	24.5900029	60.96883187	26.72281342
LOC646903	32.67238802	26.90868529	20.39297004	22.78480313	26.72281342	23.26356028	38.58585049	22.94328397	28.24649588	19.29292524	21.11212657	19.29292524	24.08394796	22.627417	22.00866909	21.55573723	22.78480313	27.28431654	22.627417	25.28132198
LOC646905	20.96629446	20.53481436	23.75237713	22.47111801	24.7610399	25.99207668	24.08394796	20.67764529	23.26356028	22.94328397	25.63423608	20.53481436	22.16175149	18.89588258	20.11221399	23.10286713	23.58830748	20.11221399	22.94328397	22.00866909
LOC646906	21.40684088	20.96629446	24.42014734	32	25.8125363	27.6651914	21.70566924	22.94328397	21.40684088	21.85664411	25.28132198	30.2738447	25.45716748	21.25897303	20.96629446	27.6651914	19.8353232	25.28132198	19.69831061	21.70566924
LOC646908	20.96629446	21.55573723	23.42537114	21.70566924	20.11221399	22.78480313	24.25146506	22.94328397	22.78480313	21.70566924	21.85664411	21.25897303	22.94328397	22.16175149	20.39297004	21.85664411	20.2521055	23.42537114	20.53481436	19.29292524
LOC646909	45.254834	64.4451552	44.63179732	27.47409397	56.88593159	47.83517596	44.32350298	64.89340671	50.91433496	56.88593159	47.17661495	57.68002961	54.94818793	88.64700596	48.50293013	45.56960626	43.11147446	63.11889309	83.28587875	48.84029469
LOC646914	21.70566924	24.08394796	23.75237713	21.11212657	20.11221399	19.42711815	20.2521055	22.16175149	23.91758798	20.39297004	26.90868529	23.10286713	22.00866909	23.42537114	23.58830748	26.72281342	23.42537114	20.67764529	24.5900029	23.58830748
LOC646915	34.53530357	42.51794605	22.16175149	50.56264396	88.03467636	35.75318842	32.2225776	22.47111801	23.58830748	26.17286587	19.69831061	26.35491255	20.39297004	22.16175149	23.75237713	24.42014734	32.44670335	31.77895985	25.10669113	26.53822547
LOC646916	35.50622311	49.52207979	29.04061297	106.1529019	91.77313587	43.41133848	47.83517596	26.53822547	32.67238802	29.44600482	27.85761803	23.91758798	22.78480313	28.05138308	31.55944654	30.90996253	41.35529058	47.17661495	24.5900029	37.27147477
LOC646917	21.11212657	24.93326655	24.25146506	21.55573723	21.25897303	20.11221399	23.10286713	20.11221399	20.96629446	20.96629446	21.40684088	25.8125363	23.75237713	23.42537114	20.2521055	19.8353232	23.10286713	20.82146969	23.75237713	19.56224444
LOC646918	23.26356028	21.85664411	24.42014734	25.10669113	25.63423608	24.25146506	28.24649588	24.5900029	23.26356028	26.90868529	21.85664411	23.10286713	33.59093388	22.94328397	21.85664411	22.94328397	24.08394796	22.00866909	40.22442798	23.91758798
LOC646920	20.39297004	24.93326655	32.67238802	23.42537114	22.16175149	29.04061297	20.96629446	30.06472797	28.05138308	30.90996253	25.28132198	30.90996253	27.47409397	28.8400148	23.58830748	30.06472797	34.53530357	40.22442798	25.63423608	26.35491255
LOC646926	22.16175149	20.96629446	21.85664411	24.7610399	20.82146969	22.78480313	22.47111801	20.53481436	22.94328397	23.42537114	25.28132198	26.17286587	21.40684088	24.42014734	20.82146969	23.26356028	24.08394796	22.78480313	19.8353232	24.25146506
LOC646931	22.78480313	20.39297004	22.31589866	20.67764529	21.11212657	20.2521055	21.11212657	22.627417	21.85664411	22.78480313	23.10286713	21.25897303	24.5900029	21.25897303	21.55573723	23.58830748	24.42014734	21.70566924	23.75237713	32
LOC646932	21.55573723	23.26356028	21.25897303	30.69645182	19.97328878	21.70566924	22.47111801	27.28431654	21.11212657	24.25146506	24.42014734	21.85664411	27.09585	23.91758798	25.99207668	23.91758798	21.11212657	44.01733818	25.28132198	24.93326655
LOC646933	21.85664411	22.00866909	23.10286713	21.25897303	25.45716748	20.82146969	24.08394796	24.08394796	21.40684088	22.00866909	20.67764529	25.8125363	20.11221399	20.82146969	25.45716748	23.91758798	20.39297004	21.11212657	21.70566924	19.97328878
LOC646934	20.2521055	22.00866909	22.627417	22.16175149	23.10286713	23.75237713	20.96629446	19.8353232	20.11221399	20.39297004	20.67764529	19.42711815	21.55573723	25.45716748	21.70566924	23.75237713	19.97328878	20.39297004	19.56224444	20.67764529
LOC646936	221.3215312	216.7668	126.2377862	342.509454	324.0336881	173.6453539	158.6825856	91.77313587	107.6347412	75.06143675	147.0333894	85.62736351	93.05424111	108.3834	114.5632091	83.86517785	109.1372661	222.8609442	172.4458978	112.9859835
LOC646938	24.93326655	23.42537114	21.11212657	27.09585	22.47111801	24.08394796	26.35491255	26.72281342	25.63423608	20.67764529	24.93326655	25.63423608	23.91758798	30.69645182	23.10286713	24.7610399	25.10669113	31.34144952	21.11212657	30.06472797
LOC646939	20.67764529	27.6651914	19.42711815	20.11221399	23.58830748	20.96629446	21.85664411	21.85664411	20.82146969	20.11221399	26.35491255	19.8353232	22.47111801	25.99207668	21.55573723	23.10286713	22.47111801	20.82146969	23.91758798	22.78480313
LOC646942	1332.57406	2048	2538.921369	1360.574274	1305.150082	2164.772947	2320.146197	3795.304702	3492.392517	3061.451261	1845.760947	3213.656465	2418.672971	3350.126832	2336.28409	1833.011345	2385.374385	2521.383759	3326.985815	2977.735715
LOC646943	22.78480313	24.08394796	26.35491255	24.93326655	22.78480313	24.5900029	22.00866909	22.16175149	23.10286713	20.96629446	21.25897303	30.90996253	22.78480313	25.45716748	22.47111801	22.47111801	23.10286713	23.91758798	27.85761803	28.24649588
LOC646946	20.96629446	20.39297004	22.16175149	20.53481436	20.53481436	19.56224444	19.8353232	22.78480313	21.85664411	22.627417	21.70566924	19.56224444	21.40684088	20.82146969	22.16175149	22.00866909	20.2521055	19.56224444	20.96629446	19.69831061
LOC646947	22.16175149	20.82146969	20.82146969	21.85664411	24.93326655	20.53481436	20.2521055	23.75237713	21.25897303	22.627417	20.11221399	19.69831061	20.2521055	22.94328397	25.8125363	23.75237713	20.82146969	21.25897303	19.56224444	22.78480313
LOC646949	34.2967508	23.42537114	29.65081798	44.94223602	29.44600482	56.49299176	34.7755156	38.8542363	47.83517596	39.39662123	39.94657756	54.94818793	36.25228433	43.41133848	34.53530357	27.28431654	35.50622311	47.83517596	58.48521281	36.50443891
LOC646951	21.55573723	21.85664411	22.78480313	25.45716748	27.6651914	37.53071838	23.42537114	25.28132198	20.2521055	20.39297004	21.11212657	21.40684088	21.85664411	22.31589866	21.85664411	23.10286713	24.7610399	22.94328397	32.67238802	24.5900029
LOC646956	22.94328397	54.19169999	34.05984584	25.10669113	37.01402188	35.50622311	39.12448889	27.47409397	34.2967508	36.25228433	44.01733818	33.59093388	22.627417	50.91433496	38.8542363	34.2967508	39.6706464	29.24260641	59.30163596	39.6706464
LOC646960	19.02731384	22.47111801	19.02731384	26.53822547	20.82146969	20.53481436	21.25897303	21.25897303	19.97328878	20.53481436	23.10286713	20.96629446	26.72281342	19.42711815	19.97328878	19.29292524	20.82146969	20.53481436	21.55573723	22.31589866
LOC646966	56.49299176	103.9683067	67.6491546	33.59093388	47.83517596	85.62736351	77.7084726	102.5369443	71.01244621	85.0358921	68.5935016	98.3600116	68.5935016	81.57188015	62.68289905	47.17661495	74.02804377	101.1252879	144.007486	86.22294892
LOC646970	20.2521055	27.28431654	19.8353232	20.53481436	20.2521055	21.40684088	22.00866909	24.42014734	21.11212657	22.00866909	23.26356028	20.67764529	23.10286713	22.16175149	21.70566924	20.82146969	24.93326655	20.82146969	25.45716748	20.2521055
LOC646971	20.96629446	21.70566924	19.97328878	24.7610399	21.40684088	25.10669113	27.28431654	19.69831061	18.89588258	20.39297004	19.42711815	20.67764529	20.67764529	21.55573723	20.11221399	19.15965927	19.42711815	27.6651914	24.93326655	23.42537114
LOC646976	22.31589866	20.67764529	21.25897303	20.39297004	22.47111801	23.26356028	23.58830748	23.91758798	21.11212657	31.34144952	29.04061297	20.96629446	20.82146969	23.10286713	21.40684088	20.53481436	21.40684088	24.5900029	20.53481436	24.42014734
LOC646981	46.52712055	24.08394796	23.10286713	51.26847217	21.11212657	23.10286713	29.04061297	27.6651914	21.55573723	28.4429658	23.26356028	22.31589866	25.10669113	23.42537114	24.5900029	22.94328397	23.10286713	19.8353232	23.75237713	29.44600482
LOC646982	26.17286587	23.75237713	23.26356028	29.85705573	19.56224444	22.16175149	24.5900029	21.40684088	19.8353232	21.40684088	20.2521055	24.42014734	23.26356028	22.16175149	22.16175149	21.70566924	27.6651914	24.7610399	23.10286713	24.08394796
LOC646990	37.27147477	47.83517596	25.63423608	40.22442798	25.63423608	31.12495832	21.11212657	26.72281342	28.4429658	32.89964245	27.09585	22.94328397	26.53822547	27.85761803	29.85705573	21.40684088	29.04061297	37.27147477	27.6651914	23.42537114
LOC646992	20.96629446	23.10286713	21.55573723	22.47111801	21.85664411	25.63423608	20.96629446	23.75237713	23.42537114	22.94328397	23.42537114	20.82146969	21.11212657	26.17286587	21.11212657	23.26356028	20.53481436	20.11221399	22.16175149	28.8400148
LOC646993	27.85761803	19.97328878	21.11212657	22.627417	23.10286713	22.31589866	22.00866909	22.47111801	24.5900029	24.08394796	21.85664411	20.82146969	20.39297004	23.26356028	22.627417	20.39297004	21.25897303	20.39297004	24.5900029	19.56224444
LOC646996	935.763405	1234.747216	481.0356476	1937.52606	1807.775736	975.50131	897.6442586	398.9322648	385.3431673	398.9322648	515.5612416	259.5736268	410.1477773	427.5650147	439.5855035	436.5490646	442.6430624	1024	455.0874528	467.8817025
LOC646997	22.16175149	20.39297004	20.2521055	19.97328878	22.47111801	21.70566924	23.42537114	20.39297004	26.72281342	20.39297004	20.39297004	19.8353232	22.31589866	21.55573723	23.26356028	19.97328878	21.25897303	23.10286713	25.99207668	20.67764529
LOC646999	22.00866909	23.58830748	20.2521055	19.56224444	22.78480313	21.25897303	23.91758798	24.7610399	23.26356028	22.00866909	31.12495832	24.25146506	22.627417	22.16175149	27.6651914	25.99207668	23.58830748	23.10286713	31.12495832	26.90868529
LOC647000	259.5736268	372.2169644	321.7954239	230.7201184	270.5966184	374.8059382	388.023441	340.1435684	374.8059382	238.8564458	401.7070581	266.8712348	335.4607114	276.2824285	274.3740064	296.1121751	268.727471	256	182.278425	326.2875206
LOC647003	23.91758798	23.75237713	27.28431654	25.63423608	25.63423608	20.11221399	23.91758798	36.75834736	27.09585	19.42711815	23.42537114	24.7610399	23.58830748	22.16175149	23.42537114	30.48441594	22.78480313	27.09585	21.40684088	25.28132198
LOC647006	20.67764529	19.69831061	21.70566924	21.11212657	20.82146969	21.70566924	21.25897303	20.39297004	22.00866909	21.40684088	19.8353232	20.82146969	20.53481436	21.40684088	20.11221399	19.56224444	23.58830748	20.39297004	19.56224444	20.2521055
LOC647008	21.70566924	18.63573738	24.7610399	22.78480313	21.11212657	22.16175149	21.55573723	20.53481436	18.89588258	20.2521055	22.16175149	20.2521055	19.8353232	22.16175149	23.58830748	20.53481436	20.67764529	21.11212657	22.16175149	21.25897303
LOC647009	27.47409397	50.21338227	26.17286587	24.7610399	25.45716748	31.55944654	29.24260641	25.99207668	27.85761803	34.53530357	23.26356028	30.69645182	25.8125363	28.4429658	34.05984584	24.7610399	37.79176517	35.75318842	27.28431654	35.50622311
LOC647011	30.06472797	22.31589866	20.67764529	34.7755156	22.78480313	27.6651914	23.42537114	22.47111801	23.91758798	19.56224444	21.85664411	25.28132198	23.10286713	25.63423608	21.70566924	20.96629446	19.97328878	34.2967508	20.2521055	19.97328878
LOC647012	22.00866909	24.7610399	21.55573723	21.70566924	23.42537114	21.55573723	27.6651914	21.11212657	19.97328878	19.8353232	24.42014734	21.70566924	20.39297004	19.15965927	22.31589866	24.5900029	21.70566924	23.26356028	29.24260641	20.96629446
LOC647013	20.11221399	20.11221399	20.2521055	32.67238802	19.02731384	21.85664411	21.11212657	23.10286713	19.42711815	21.25897303	22.47111801	24.7610399	20.2521055	22.00866909	22.16175149	23.10286713	23.10286713	22.00866909	23.26356028	20.82146969
LOC647015	24.08394796	32.44670335	22.00866909	22.16175149	23.75237713	22.31589866	26.72281342	21.70566924	26.17286587	20.82146969	23.75237713	21.25897303	20.96629446	24.93326655	24.7610399	21.11212657	20.96629446	26.53822547	22.31589866	22.16175149
LOC647020	21.70566924	20.96629446	19.15965927	22.31589866	22.16175149	21.11212657	24.7610399	21.70566924	20.39297004	22.00866909	23.42537114	20.11221399	19.8353232	23.75237713	21.11212657	20.67764529	25.45716748	22.94328397	22.47111801	21.70566924
LOC647022	19.97328878	21.40684088	24.42014734	24.25146506	20.53481436	21.40684088	21.40684088	22.00866909	20.82146969	25.45716748	22.94328397	30.2738447	23.10286713	26.90868529	19.56224444	20.67764529	22.94328397	20.67764529	21.11212657	20.96629446
LOC647025	21.85664411	20.67764529	20.67764529	19.15965927	20.67764529	21.11212657	21.70566924	23.58830748	19.8353232	20.82146969	25.28132198	20.2521055	24.08394796	20.67764529	21.25897303	21.25897303	20.2521055	21.85664411	21.70566924	22.47111801
LOC647028	26.53822547	24.08394796	20.82146969	23.58830748	23.58830748	26.17286587	20.11221399	23.75237713	22.627417	23.10286713	20.82146969	20.67764529	31.34144952	23.75237713	23.26356028	21.85664411	22.16175149	23.75237713	22.00866909	19.69831061
LOC647030	458.2528363	781.444715	445.7218884	467.8817025	424.6116075	760.0760682	831.7464539	781.444715	739.2917481	867.0671999	491.1432291	843.3572017	1045.516417	1541.372669	734.185087	648.0673761	1082.386474	885.2861249	1296.134752	634.7303424
LOC647031	21.85664411	22.16175149	19.97328878	20.67764529	20.39297004	22.47111801	20.82146969	26.53822547	24.42014734	21.70566924	21.85664411	23.75237713	21.11212657	24.5900029	21.25897303	22.627417	20.2521055	21.25897303	20.53481436	21.70566924
